"MODE,FREQUENCY,PERIOD,PARTIC.FACTOR,RATIO,EFFECTIVE MASS,MASS FRACTION,TO TOTAL MASS"
"1,0.00000,0.0000,0.73654E-01,0.277626,0.542494E-02,0.518536E-01,0.518536E-01"
"648,4011.62,0.24928E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"649,4015.71,0.24902E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"650,4031.06,0.24807E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"651,4063.41,0.24610E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"652,4076.58,0.24530E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"653,4090.25,0.24448E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"654,4105.79,0.24356E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"655,4108.19,0.24342E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"656,4114.96,0.24302E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"657,4135.77,0.24179E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"658,4137.50,0.24169E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"659,4147.66,0.24110E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"660,4166.92,0.23999E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"661,4171.96,0.23970E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"662,4182.97,0.23906E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"663,4187.40,0.23881E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"664,4210.50,0.23750E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"665,4235.45,0.23610E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"666,4263.72,0.23454E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"667,4277.74,0.23377E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"668,4283.55,0.23345E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"669,4291.29,0.23303E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"670,4306.83,0.23219E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"671,4311.04,0.23196E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"672,4324.16,0.23126E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"673,4331.80,0.23085E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"674,4337.24,0.23056E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"675,4351.92,0.22978E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"676,4354.44,0.22965E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"677,4365.42,0.22907E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"678,4376.18,0.22851E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"679,4389.96,0.22779E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"680,4400.24,0.22726E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"681,4405.12,0.22701E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"682,4415.14,0.22649E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"683,4429.81,0.22574E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"684,4436.86,0.22538E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"685,4438.73,0.22529E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"686,4445.27,0.22496E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"687,4457.00,0.22437E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"688,4463.27,0.22405E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"689,4475.57,0.22344E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"690,4482.29,0.22310E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"691,4497.57,0.22234E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"692,4507.67,0.22184E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"693,4510.20,0.22172E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"694,4528.69,0.22081E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"695,4532.75,0.22062E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"696,4550.42,0.21976E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"697,4552.40,0.21966E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"698,4579.50,0.21836E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"699,4589.87,0.21787E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"700,4593.40,0.21770E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"701,4596.22,0.21757E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"702,4606.40,0.21709E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"703,4608.56,0.21699E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"704,4623.43,0.21629E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"705,4632.72,0.21586E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"706,4639.81,0.21553E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"707,4646.70,0.21521E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"708,4649.94,0.21506E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"709,4652.37,0.21494E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"710,4654.95,0.21483E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"711,4666.59,0.21429E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"712,4670.82,0.21410E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"713,4681.23,0.21362E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"714,4691.94,0.21313E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"715,4700.76,0.21273E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"716,4704.85,0.21255E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"717,4714.75,0.21210E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"718,4721.25,0.21181E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"719,4722.31,0.21176E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"720,4726.15,0.21159E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"721,4730.84,0.21138E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"722,4742.04,0.21088E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"723,4745.47,0.21073E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"724,4754.69,0.21032E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"725,4766.04,0.20982E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"726,4772.97,0.20951E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"727,4784.73,0.20900E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"728,4799.16,0.20837E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"729,4804.70,0.20813E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"730,4814.83,0.20769E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"731,4820.51,0.20745E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"732,4830.38,0.20702E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"733,4834.81,0.20683E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"734,4850.90,0.20615E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"735,4874.07,0.20517E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"736,4883.87,0.20476E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"737,4891.92,0.20442E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"738,4902.58,0.20397E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"739,4927.18,0.20296E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"740,4938.79,0.20248E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"741,4943.09,0.20230E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"742,4949.87,0.20203E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"743,4979.32,0.20083E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"744,4982.06,0.20072E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"745,4985.76,0.20057E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"746,4998.23,0.20007E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"747,5004.46,0.19982E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"748,5032.91,0.19869E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"749,5049.50,0.19804E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"750,5065.50,0.19741E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"751,5068.50,0.19730E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"752,5076.18,0.19700E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"753,5100.93,0.19604E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"754,5110.51,0.19568E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"755,5116.45,0.19545E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"756,5128.93,0.19497E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"757,5135.48,0.19472E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"758,5140.34,0.19454E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"759,5147.74,0.19426E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"760,5167.85,0.19350E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"761,5193.80,0.19254E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"762,5195.68,0.19247E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"763,5223.11,0.19146E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"764,5232.26,0.19112E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"765,5237.92,0.19092E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"766,5268.10,0.18982E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"767,5270.35,0.18974E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"768,5280.04,0.18939E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"769,5285.15,0.18921E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"770,5306.62,0.18844E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"771,5318.21,0.18803E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"772,5321.94,0.18790E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"773,5334.57,0.18746E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"774,5345.29,0.18708E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"775,5346.81,0.18703E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"776,5355.81,0.18671E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"777,5363.07,0.18646E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"778,5390.87,0.18550E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"779,5394.90,0.18536E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"780,5403.39,0.18507E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"781,5409.37,0.18486E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"782,5410.63,0.18482E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"783,5414.01,0.18471E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"784,5427.30,0.18425E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"785,5433.56,0.18404E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"786,5441.12,0.18379E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"787,5457.92,0.18322E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"788,5471.54,0.18276E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"789,5473.93,0.18268E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"790,5477.21,0.18257E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"791,5483.45,0.18237E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"792,5496.93,0.18192E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"793,5516.17,0.18129E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"794,5524.21,0.18102E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"795,5539.98,0.18051E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"796,5548.44,0.18023E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"797,5550.54,0.18016E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"798,5558.87,0.17989E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"799,5563.88,0.17973E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"800,5567.99,0.17960E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"801,5588.50,0.17894E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"802,5602.29,0.17850E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"803,5625.95,0.17775E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"804,5632.47,0.17754E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"805,5641.85,0.17725E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"806,5658.16,0.17674E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"807,5683.68,0.17594E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"808,5692.05,0.17568E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"809,5696.75,0.17554E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"810,5699.64,0.17545E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"811,5711.03,0.17510E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"812,5725.92,0.17464E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"813,5733.40,0.17442E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"814,5756.92,0.17370E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"815,5766.61,0.17341E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"816,5784.84,0.17287E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"817,5790.24,0.17270E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"818,5812.91,0.17203E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"819,5816.25,0.17193E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"820,5833.44,0.17143E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"821,5839.54,0.17125E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"822,5848.20,0.17099E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"823,5854.19,0.17082E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"824,5872.62,0.17028E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"825,5880.79,0.17005E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"826,5891.96,0.16972E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"827,5917.92,0.16898E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"828,5923.85,0.16881E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"829,5927.39,0.16871E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"830,5928.54,0.16868E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"831,5937.09,0.16843E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"832,5949.64,0.16808E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"833,5958.58,0.16783E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"834,5964.69,0.16765E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"835,5968.79,0.16754E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"836,5976.12,0.16733E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"837,5995.88,0.16678E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"838,6009.83,0.16639E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"839,6012.93,0.16631E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"840,6026.30,0.16594E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"841,6031.34,0.16580E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"842,6043.80,0.16546E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"843,6048.47,0.16533E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"844,6059.89,0.16502E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"845,6068.79,0.16478E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"846,6074.93,0.16461E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"847,6098.53,0.16397E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"848,6103.37,0.16384E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"849,6116.61,0.16349E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"850,6128.40,0.16317E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"851,6142.58,0.16280E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"852,6149.94,0.16260E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"853,6154.33,0.16249E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"854,6161.60,0.16230E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"855,6169.08,0.16210E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"856,6177.38,0.16188E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"857,6179.70,0.16182E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"858,6190.29,0.16154E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"859,6197.79,0.16135E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"860,6203.57,0.16120E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"861,6209.84,0.16103E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"862,6211.00,0.16100E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"863,6228.02,0.16056E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"864,6239.45,0.16027E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"865,6246.99,0.16008E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"866,6263.15,0.15966E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"867,6276.37,0.15933E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"868,6290.49,0.15897E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"869,6311.93,0.15843E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"870,6337.21,0.15780E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"871,6345.98,0.15758E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"872,6367.40,0.15705E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"873,6371.20,0.15696E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"874,6376.89,0.15682E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"875,6408.67,0.15604E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"876,6414.61,0.15589E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"877,6427.11,0.15559E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"878,6432.71,0.15546E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"879,6440.29,0.15527E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"880,6458.04,0.15485E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"881,6473.33,0.15448E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"882,6481.93,0.15427E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"883,6494.66,0.15397E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"884,6512.88,0.15354E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"885,6525.73,0.15324E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"886,6530.21,0.15313E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"887,6542.80,0.15284E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"888,6550.12,0.15267E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"889,6554.33,0.15257E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"890,6569.24,0.15222E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"891,6589.22,0.15176E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"892,6605.77,0.15138E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"893,6613.98,0.15119E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"894,6628.74,0.15086E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"895,6637.50,0.15066E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"896,6647.03,0.15044E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"897,6659.64,0.15016E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"898,6661.17,0.15012E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"899,6667.23,0.14999E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"900,6677.04,0.14977E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"901,6708.46,0.14907E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"902,6710.69,0.14902E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"903,6722.91,0.14875E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"904,6741.58,0.14833E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"905,6757.68,0.14798E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"906,6776.31,0.14757E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"907,6795.60,0.14715E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"908,6810.39,0.14683E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"909,6818.85,0.14665E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"910,6822.65,0.14657E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"911,6829.04,0.14643E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"912,6835.50,0.14630E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"913,6849.04,0.14601E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"914,6857.32,0.14583E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"915,6879.75,0.14535E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"916,6891.20,0.14511E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"917,6899.79,0.14493E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"918,6909.62,0.14473E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"919,6935.69,0.14418E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"920,6948.55,0.14391E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"921,6965.64,0.14356E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"922,6975.17,0.14337E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"923,6998.75,0.14288E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"924,7008.26,0.14269E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"925,7011.76,0.14262E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"926,7018.49,0.14248E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"927,7027.30,0.14230E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"928,7038.42,0.14208E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"929,7050.63,0.14183E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"930,7057.99,0.14168E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"931,7068.57,0.14147E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"932,7074.47,0.14135E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"933,7083.57,0.14117E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"934,7090.93,0.14103E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"935,7094.40,0.14096E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"936,7103.43,0.14078E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"937,7117.97,0.14049E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"938,7119.04,0.14047E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"939,7135.13,0.14015E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"940,7145.47,0.13995E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"941,7149.53,0.13987E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"942,7162.13,0.13962E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"943,7168.15,0.13951E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"944,7177.61,0.13932E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"945,7195.38,0.13898E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"946,7200.49,0.13888E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"947,7210.05,0.13870E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"948,7214.09,0.13862E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"949,7215.51,0.13859E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"950,7220.55,0.13849E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"951,7227.89,0.13835E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"952,7246.42,0.13800E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"953,7262.39,0.13770E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"954,7278.39,0.13739E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"955,7284.40,0.13728E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"956,7289.08,0.13719E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"957,7299.55,0.13699E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"958,7306.50,0.13686E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"959,7306.92,0.13686E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"960,7326.95,0.13648E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"961,7343.54,0.13617E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"962,7353.88,0.13598E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"963,7372.71,0.13564E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"964,7378.87,0.13552E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"965,7388.03,0.13535E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"966,7399.05,0.13515E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"967,7404.15,0.13506E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"968,7422.91,0.13472E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
"969,7432.35,0.13455E-03,0.0000,0.000000,0.00000,1.00000,0.00000,"
